trip_id,datetime,city,driver_id,distance_km,duration_min,surge_multiplier,fare_uzs,status,payment_method,rating
T002264,2024-03-04 17:55:00,Toshkent,D0174,4.3,11.0,1.0,11 400,completed,wallet,5.0
T004968,2024-02-03 07:33:00,Toshkent,D0079,12.8,38.0,1.0,,canceled,,
T003629,2024-02-29 19:12:00,Buxoro,D0191,2.6,6.0,1.5,20 600,Completed,wallet,3.9
T002506,2024-01-30 04:05:00,Namangan,D0005,3.3,7.0,1.0,23 600,completed,cash,5.0
T003343,2024-01-25 20:23:00,Namangan,D0165,5.0,8.0,1.0,29 500,Completed,card,4.9
T002284,2024-02-19 20:37:00,Buxoro,D0156,6.6,16.0,1.0,22 500,COMPLETED,card,4.4
T004138,2024-02-22 01:56:00,Buxoro,D0237,9.8,20.0,1.0,19 700,COMPLETED,cash,4.5
T002756,2024-02-01 08:29:00,Namangan,D0033,5.1,10.0,1.5,28 800,Completed,wallet,5.0
T001013,2024-02-19 18:24:00,Toshkent,D0013,9.1,31.0,1.3,24 200,completed,card,4.6
T004394,2024-02-11 07:08:00,Andijon,D0175,5.3,17.0,1.0,19 700,completed,wallet,4.3
T003120,2024-02-16 10:14:00,Andijon,D0295,4.7,9.0,1.0,,cancelled,,
T000800,2024-03-11 14:46:00,Samarqand,D0186,2.8,8.0,1.0,,Completed,wallet,4.0
T002616,2024-03-30 17:17:00,Toshkent,D0174,4.1,,1.0,11 200,completed,card,5.0
T002552,2024-03-11 08:07:00,Toshkent,D0110,4.9,9.0,1.0,12 400,COMPLETED,card,2.9
T003016,2024-03-09 17:56:00,Toshkent,D0043,3.7,12.0,1.0,,completed,card,4.1
T001278,2024-03-14 10:53:00,Samarqand,D0164,5.5,17.0,1.0,13 200,completed,card,4.3
T001347,2024-02-11 19:17:00,Toshkent,D0159,3.1,11.0,1.0,22 800,completed,wallet,4.6
T001866,2024-02-01 17:51:00,Samarqand,D0074,4.2,18.0,1.0,11 300,completed,card,5.0
T002365,2024-02-10 01:51:00,Toshkent,D0020,8.1,19.0,1.0,17 200,completed,card,4.1
T000772,2024-01-08 20:38:00,Toshkent,D0266,12.1,29.0,1.0,34 600,completed,cash,5.0
T001350,2024-02-16 11:19:00,Toshkent,D0101,8.7,20.0,1.0,18 000,completed,cash,4.4
T001731,2024-02-28 20:05:00,Toshkent,D0114,2.9,6.0,1.0,9 400,completed,wallet,4.9
T002096,2024-03-02 10:48:00,Buxoro,D0166,11.2,25.0,1.0,21 800,completed,cash,4.5
T001756,2024-01-02 17:30:00,Toshkent,D0151,5.4,10.0,1.0,13 100,completed,wallet,3.6
T003236,2024-03-25 10:41:00,Buxoro,D0050,1.5,5.0,1.0,7 200,Completed,card,5.0
T000902,2024-03-12 18:53:00,Namangan,D0255,3.5,8.0,1.0,15 700,Completed,card,5.0
T004885,2024-02-08 08:22:00,Buxoro,D0156,12.1,26.0,1.3,45 000,completed,card,3.8
T004666,2024-02-19 18:18:00,Toshkent,D0194,4.7,12.0,1.0,28 400,completed,card,5.0
T004447,2024-01-01 17:37:00,Toshkent,D0057,7.5,14.0,1.0,,no_show,,
T004318,2024-03-25 07:13:00,Namangan,D0029,9.9,28.0,1.0,19 800,completed,wallet,4.4
T004919,2024-03-26 09:14:00,Toshkent,D0167,6.5,,1.0,14 800,completed,card,5.0
T000994,2024-01-21 08:11:00,Andijon,D0190,3.7,9.0,2.0,21 100,completed,cash,3.9
T002084,2024-03-21 17:51:00,Buxoro,D0109,5.0,14.0,1.0,12 500,completed,wallet,4.4
T000551,2024-01-18 20:38:00,Namangan,D0283,12.6,46.0,1.0,23 900,completed,card,3.8
T002116,2024-01-31 18:25:00,Andijon,D0267,3.8,9.0,1.3,21 300,completed,wallet,4.9
T001682,2024-02-01 08:17:00,Toshkent,D0182,8.9,17.0,1.0,18 400,COMPLETED,card,3.9
T000045,2024-01-26 20:12:00,Samarqand,D0107,5.8,14.0,1.0,13 700,Completed,card,3.9
T004790,2024-03-11 18:17:00,Buxoro,D0273,5.4,13.0,1.3,17 000,completed,card,4.6
T002637,2024-03-26 16:34:00,Buxoro,D0094,4.5,16.0,1.0,11 800,completed,wallet,4.5
T000811,2024-01-05 10:06:00,Buxoro,D0055,2.6,7.0,1.0,8 900,Completed,cash,5.0
T003389,2024-01-14 08:03:00,Buxoro,D0055,4.7,9.0,1.5,,Cancelled,,
T004636,2024-03-11 08:53:00,Samarqand,D0275,5.8,9.0,2.0,41 500,completed,wallet,5.0
T000794,2024-03-22 17:49:00,Toshkent,D0048,13.6,41.0,1.0,37 900,completed,cash,4.9
T004071,2024-03-03 19:01:00,Andijon,D0067,2.9,6.0,1.0,,Cancelled,,
T004275,2024-02-12 00:53:00,Andijon,D0219,5.3,12.0,1.0,19 700,Completed,wallet,5.0
T001009,2024-02-29 19:02:00,Toshkent,D0246,3.8,10.0,1.0,10 700,completed,cash,4.6
T002894,2024-01-15 08:57:00,Samarqand,D0170,5.8,19.0,2.0,27 400,COMPLETED,wallet,4.3
T001554,2024-02-11 10:51:00,Samarqand,D0052,2.3,7.0,1.0,8 400,completed,wallet,4.9
T003496,2024-02-08 08:37:00,Toshkent,D0119,7.5,21.0,1.3,21 100,Completed,cash,5.0
T001227,2024-02-13 19:27:00,Toshkent,D0171,5.7,15.0,1.3,17 600,completed,card,4.2
T000582,2024-03-29 02:38:00,Samarqand,D0298,5.3,10.0,1.0,13 000,COMPLETED,wallet,3.8
T003725,2024-02-20 18:00:00,Toshkent,D0038,5.9,17.0,1.5,49 000,COMPLETED,cash,4.8
T004748,2024-03-23 20:27:00,Toshkent,D0114,4.7,11.0,1.0,12 000,COMPLETED,card,4.2
T004348,2024-03-02 09:49:00,Toshkent,D0057,3.1,12.0,1.0,9 600,COMPLETED,cash,3.8
T003653,2024-03-28 16:02:00,Namangan,D0033,3.9,10.0,1.0,16 600,completed,cash,4.3
T001380,2024-01-02 16:34:00,Samarqand,D0275,5.1,17.0,1.0,19 200,Completed,card,5.0
T000519,2024-02-01 08:32:00,Namangan,D0216,5.1,9.0,1.0,19 200,completed,card,4.4
T001686,2024-03-17 08:10:00,Toshkent,D0241,9.6,28.0,1.5,68 400,Completed,wallet,4.0
T001562,2024-02-15 05:00:00,Namangan,D0002,11.7,23.0,1.0,22 600,Completed,card,5.0
T001742,2024-02-23 11:42:00,Toshkent,D0224,6.4,9.0,1.0,14 600,Completed,wallet,4.4
T000033,2024-02-14 20:11:00,Andijon,D0263,6.2,13.0,1.0,33 700,Completed,cash,4.2
T004952,2024-03-22 07:40:00,Samarqand,D0045,4.9,12.0,1.0,,completed,card,4.4
T002774,2024-03-27 08:14:00,Toshkent,D0032,2.9,7.0,1.3,12 200,Completed,card,4.9
T001827,2024-01-10 08:39:00,Buxoro,D0083,3.5,9.0,1.5,15 400,completed,wallet,4.3
T000560,2024-03-07 19:01:00,Namangan,D0165,1.6,4.0,1.3,22 900,completed,card,4.8
T003956,2024-03-04 07:25:00,Samarqand,D0186,11.1,23.0,1.0,32 400,completed,card,5.0
T001950,2024-01-11 20:21:00,Samarqand,D0261,3.6,9.0,1.0,10 400,completed,card,4.4
T001631,2024-01-01 09:53:00,Namangan,D0113,4.0,10.0,1.3,21 800,completed,wallet,4.9
T001004,2024-02-23 18:06:00,Toshkent,D0292,4.6,10.0,1.0,11 900,completed,cash,4.9
T001681,2024-01-15 18:55:00,Toshkent,D0244,10.2,25.0,1.3,26 400,completed,card,3.8
T002357,2024-03-11 20:44:00,Buxoro,D0248,2.8,13.0,1.0,14 200,completed,card,4.6
T002875,2024-03-21 08:48:00,Namangan,D0197,8.8,19.0,1.0,18 200,completed,card,4.3
T001524,2024-02-21 10:45:00,Andijon,D0177,3.1,5.0,1.0,14 800,COMPLETED,wallet,4.6
T000265,2024-03-17 20:14:00,Buxoro,D0262,5.1,15.0,1.0,19 200,completed,cash,3.7
T000185,2024-03-18 10:56:00,Namangan,D0021,10.9,32.0,1.0,21 400,completed,card,5.0
T000912,2024-01-23 10:42:00,Toshkent,D0217,3.9,7.0,1.0,10 800,completed,wallet,3.7
T001232,2024-01-06 18:26:00,Toshkent,D0022,2.1,3.0,1.0,8 200,completed,wallet,4.4
T000704,2024-02-19 17:10:00,Toshkent,D0079,5.9,14.0,1.0,13 800,Completed,cash,4.8
T000919,2024-02-20 08:34:00,Samarqand,D0200,6.9,13.0,2.0,30 700,Completed,card,3.9
T001633,2024-02-07 19:08:00,Toshkent,D0123,8.0,23.0,1.5,,Cancelled,,
T002714,2024-02-29 06:33:00,Samarqand,D0014,7.8,22.0,1.0,,cancelled,,
T001575,2024-03-23 04:37:00,Namangan,D0006,4.1,11.0,1.0,11 200,completed,wallet,5.0
T001418,2024-02-10 18:59:00,Toshkent,D0114,10.6,30.0,1.0,20 900,completed,cash,4.4
T003441,2024-02-26 20:15:00,Toshkent,D0159,3.7,8.0,1.0,25 000,Completed,cash,4.3
T002464,2024-01-10 09:46:00,Namangan,D0283,7.6,21.0,1.3,21 300,Completed,card,4.4
T004848,2024-03-27 10:24:00,Toshkent,D0016,3.5,8.0,1.0,10 200,COMPLETED,card,4.4
T003626,2024-03-14 23:14:00,Samarqand,D0208,3.1,7.0,1.0,9 600,Completed,card,4.9
T004049,2024-01-20 06:50:00,Toshkent,D0027,4.6,16.0,1.0,18 100,completed,wallet,4.8
T004105,2024-03-28 08:59:00,Toshkent,D0030,4.5,12.0,1.0,11 800,completed,wallet,4.3
T002809,2024-03-28 08:58:00,Samarqand,D0251,3.7,8.0,1.0,16 100,Completed,card,3.9
T004641,2024-03-13 18:01:00,Andijon,D0067,6.0,17.0,1.3,,canceled,,
T004504,2024-03-07 19:10:00,Samarqand,D0212,5.8,13.0,1.0,20 800,completed,cash,4.9
T002642,2024-01-31 08:30:00,Toshkent,D0201,5.3,9.0,1.5,29 500,completed,card,4.2
T003938,2024-03-24 17:23:00,Toshkent,D0252,2.9,9.0,1.0,,cancelled,,
T001239,2024-03-03 08:52:00,Toshkent,D0076,11.5,27.0,1.0,22 200,completed,card,4.3
T001835,2024-01-18 17:37:00,Andijon,D0249,13.5,26.0,1.0,25 200,COMPLETED,card,4.8
T002734,2024-01-21 08:20:00,Andijon,D0115,11.2,22.0,1.5,49 000,COMPLETED,cash,4.6
T004732,2024-03-22 19:07:00,Toshkent,D0138,3.0,8.0,1.5,33 800,COMPLETED,cash,5.0
T004590,2024-03-27 09:34:00,Samarqand,D0170,3.4,7.0,1.0,10 100,completed,card,3.8
T002313,2024-01-09 08:54:00,Andijon,D0136,5.9,13.0,1.5,20 800,Completed,card,5.0
T002702,2024-03-29 12:42:00,Andijon,D0281,10.6,,1.0,,COMPLETED,card,4.2
T001062,2024-03-09 13:43:00,Buxoro,D0094,6.9,12.0,1.0,15 400,Completed,card,4.9
T001355,2024-01-03 21:19:00,Namangan,D0116,9.9,23.0,1.0,29 800,completed,card,4.7
T004068,2024-01-27 01:52:00,Toshkent,D0247,3.4,7.0,1.0,10 100,completed,cash,4.8
T002536,2024-02-05 08:10:00,Samarqand,D0153,7.2,15.0,1.0,15 800,completed,card,4.1
T004101,2024-02-02 09:03:00,Buxoro,D0169,3.2,8.0,1.3,19 600,COMPLETED,card,3.5
T003228,2024-03-03 22:36:00,Namangan,D0106,5.1,17.0,1.0,12 600,completed,card,4.0
T001294,2024-02-28 01:31:00,Samarqand,D0088,5.4,18.0,1.0,,cancelled,,
T001938,2024-03-30 06:44:00,Toshkent,D0111,9.3,31.0,1.0,19 000,Completed,card,5.0
T001025,2024-02-12 02:20:00,Namangan,D0143,5.9,13.0,1.0,13 800,completed,card,4.7
T000015,2024-01-30 17:44:00,Namangan,D0160,9.8,16.0,1.0,29 600,COMPLETED,wallet,3.9
T004462,2024-01-01 09:38:00,Namangan,D0232,11.2,28.0,1.5,,cancelled,,
T001983,2024-01-31 21:01:00,Andijon,D0287,3.1,11.0,1.0,9 600,COMPLETED,card,4.7
T000548,2024-01-06 09:05:00,Samarqand,D0180,9.7,33.0,1.3,25 400,Completed,cash,3.6
T001428,2024-02-19 17:00:00,Toshkent,D0217,1.5,3.0,1.0,7 200,completed,wallet,5.0
T003524,2024-03-14 14:38:00,Buxoro,D0271,10.1,41.0,1.0,30 200,completed,card,4.5
T001972,2024-03-10 19:00:00,Namangan,D0113,3.4,9.0,1.0,15 500,Completed,cash,5.0
T000884,2024-01-15 20:47:00,Samarqand,D0047,8.7,16.0,1.0,18 000,completed,card,5.0
T002760,2024-03-13 14:53:00,Toshkent,D0099,1.8,5.0,1.0,7 700,Completed,card,4.1
T000162,2024-03-14 05:43:00,Samarqand,D0293,4.8,11.0,1.0,18 600,completed,wallet,4.4
T000100,2024-03-27 20:07:00,Buxoro,D0148,6.4,15.0,1.0,,COMPLETED,card,3.9
T000113,2024-01-21 08:26:00,Toshkent,D0135,3.4,9.0,1.5,15 200,completed,wallet,4.4
T003797,2024-01-21 09:31:00,Toshkent,D0049,11.0,31.0,1.0,21 500,completed,cash,5.0
T002090,2024-02-25 17:37:00,Namangan,D0216,5.0,12.0,1.0,19 000,completed,cash,4.6
T000004,2024-03-02 08:55:00,Andijon,D0228,4.5,10.0,1.5,26 800,completed,card,4.7
T003962,2024-01-28 18:38:00,Andijon,D0210,5.6,18.0,1.0,,cancelled,,
T000691,2024-03-22 19:52:00,Samarqand,D0074,6.2,16.0,1.3,18 600,completed,cash,4.8
T004942,2024-02-05 23:08:00,Samarqand,D0012,3.2,6.0,1.0,15 000,completed,card,4.5
T003771,2024-01-03 20:12:00,Toshkent,D0140,3.8,7.0,1.0,10 700,completed,cash,4.9
T000147,2024-03-04 17:51:00,Andijon,D0017,9.8,16.0,1.0,46 300,completed,cash,4.8
T001776,2024-03-01 01:50:00,Toshkent,D0051,7.3,13.0,1.0,24 100,COMPLETED,wallet,5.0
T001115,2024-01-22 09:59:00,Namangan,D0146,6.6,14.0,2.0,45 000,completed,card,4.4
T001610,2024-02-20 08:21:00,Namangan,D0265,5.2,10.0,2.0,,canceled,,
T001364,2024-01-13 10:45:00,Samarqand,D0180,5.8,11.0,1.0,13 700,Completed,card,3.7
T001560,2024-01-29 04:11:00,Toshkent,D0130,6.1,14.0,1.0,14 200,completed,wallet,4.2
T004034,2024-02-23 20:33:00,Samarqand,D0117,4.5,11.0,1.0,,cancelled,,
T004993,2024-01-09 08:34:00,Buxoro,D0166,11.4,34.0,1.3,28 700,completed,wallet,3.9
T004023,2024-03-29 08:33:00,Toshkent,D0278,4.8,18.0,1.3,15 900,completed,card,4.3
T001807,2024-02-29 15:08:00,Toshkent,D0038,7.3,12.0,1.0,,cancelled,,
T000644,2024-01-14 08:22:00,Andijon,D0190,7.6,14.0,1.3,21 300,completed,cash,4.2
T000649,2024-02-10 17:26:00,Samarqand,D0089,7.1,22.0,1.0,15 600,completed,cash,4.4
T003257,2024-01-31 19:49:00,Samarqand,D0045,1.2,4.0,1.3,8 800,Completed,card,5.0
T002773,2024-03-04 07:47:00,Toshkent,D0026,5.1,18.0,1.0,,cancelled,,
T004117,2024-01-25 19:13:00,Andijon,D0041,7.8,15.0,1.0,16 700,completed,card,4.7
T002027,2024-01-02 07:12:00,Buxoro,D0258,5.9,27.0,1.0,32 600,COMPLETED,cash,4.3
T004764,2024-03-15 04:01:00,Toshkent,D0171,4.3,9.0,1.0,11 400,Completed,card,4.4
T000397,2024-03-09 18:20:00,Namangan,D0006,18.5,35.0,1.0,32 800,completed,card,5.0
T004706,2024-01-15 06:15:00,Toshkent,D0040,3.5,12.0,1.0,10 200,completed,card,4.5
T002595,2024-03-08 19:49:00,Andijon,D0225,5.5,8.0,1.3,17 200,Completed,card,4.7
T003264,2024-03-02 20:28:00,Buxoro,D0262,4.6,15.0,1.0,18 100,Completed,card,4.2
T001523,2024-01-14 18:46:00,Toshkent,D0195,10.1,21.0,1.3,,no_show,,
T002582,2024-02-23 20:45:00,Toshkent,D0244,3.9,7.0,1.0,,cancelled,,
T000849,2024-02-02 12:11:00,Buxoro,D0137,3.7,8.0,1.0,10 600,completed,cash,4.7
T003966,2024-01-20 01:18:00,Toshkent,D0096,4.0,7.0,1.0,11 000,completed,card,5.0
T004607,2024-03-07 20:54:00,Toshkent,D0056,3.2,6.0,1.0,9 800,completed,cash,4.7
T002910,2024-01-11 06:07:00,Samarqand,D0025,3.8,13.0,1.0,10 700,Completed,wallet,4.7
T002097,2024-02-05 14:20:00,Namangan,D0144,5.7,18.0,1.0,13 600,Completed,card,5.0
T001114,2024-01-25 19:30:00,Andijon,D0209,4.7,11.0,1.0,12 000,completed,card,4.6
T000128,2024-02-23 23:09:00,Namangan,D0006,2.8,8.0,1.0,9 200,completed,cash,5.0
T000276,2024-03-02 09:23:00,Toshkent,D0217,3.8,8.0,1.3,13 900,completed,card,4.2
T004384,2024-02-19 10:29:00,Buxoro,D0055,8.6,14.0,1.0,17 900,COMPLETED,cash,5.0
T001637,2024-03-08 19:46:00,Namangan,D0284,6.8,14.0,1.0,15 200,completed,cash,4.2
T002742,2024-01-12 20:11:00,Buxoro,D0148,9.1,20.0,1.0,28 000,completed,card,3.8
T004412,2024-03-16 08:42:00,Toshkent,D0031,7.4,18.0,1.0,16 100,completed,cash,4.5
T002198,2024-03-18 08:16:00,Namangan,D0231,18.2,44.0,1.3,42 000,completed,wallet,3.8
T002408,2024-01-23 19:57:00,Namangan,D0006,7.6,19.0,1.5,24 600,Completed,cash,4.1
T004799,2024-03-20 11:14:00,Namangan,D0121,10.3,39.0,1.0,30 700,completed,card,4.3
T003758,2024-01-17 09:48:00,Toshkent,D0194,3.3,7.0,1.0,23 600,completed,wallet,4.4
T000012,2024-01-10 18:25:00,Namangan,D0021,3.8,9.0,1.3,13 900,Completed,wallet,3.6
T003147,2024-01-13 19:09:00,Andijon,D0183,1.5,5.0,1.3,14 700,COMPLETED,card,4.8
T003265,2024-02-29 16:36:00,Toshkent,D0182,10.8,26.0,1.0,21 200,completed,card,4.5
T000891,2024-01-22 07:45:00,Samarqand,D0261,6.1,13.0,1.0,,cancelled,,
T002225,2024-01-08 02:25:00,Buxoro,D0082,6.6,15.0,1.0,14 900,Completed,card,3.9
T004539,2024-01-10 22:37:00,Toshkent,D0266,5.9,12.0,1.0,21 000,COMPLETED,cash,4.0
T004167,2024-02-17 16:34:00,Samarqand,D0280,10.4,22.0,1.0,20 600,Completed,card,4.6
T001107,2024-02-07 07:49:00,Toshkent,D0126,4.9,14.0,1.0,29 200,COMPLETED,cash,5.0
T004271,2024-03-28 08:18:00,Toshkent,D0264,3.1,9.0,1.5,22 200,completed,card,5.0
T000679,2024-03-08 09:00:00,Toshkent,D0246,3.0,6.0,1.3,12 400,completed,card,5.0
T004659,2024-01-02 02:03:00,Toshkent,D0185,11.3,25.0,1.0,22 000,completed,card,4.4
T004266,2024-01-01 18:16:00,Toshkent,D0194,7.4,11.0,1.3,49 300,completed,card,4.1
T000440,2024-02-17 08:26:00,Toshkent,D0058,2.9,6.0,1.3,12 200,Completed,wallet,4.6
T001829,2024-01-14 07:39:00,Toshkent,D0140,3.0,7.0,1.0,,no_show,,
T002322,2024-03-29 22:43:00,Toshkent,D0147,3.2,9.0,1.0,9 800,Completed,cash,4.8
T001209,2024-02-01 09:46:00,Buxoro,D0050,4.7,10.0,1.0,12 000,completed,card,5.0
T003876,2024-02-19 08:43:00,Toshkent,D0182,6.3,16.0,1.0,14 400,completed,card,4.5
T003259,2024-03-02 19:06:00,Samarqand,D0180,8.1,16.0,1.5,25 700,completed,card,3.9
T000242,2024-02-07 17:35:00,Samarqand,D0047,5.7,24.0,1.0,13 600,COMPLETED,card,5.0
T002042,2024-03-18 08:06:00,Toshkent,D0158,8.3,13.0,1.3,22 700,Completed,card,4.9
T002604,2024-03-15 19:22:00,Namangan,D0232,14.4,40.0,1.3,,completed,card,4.5
T001203,2024-02-21 08:18:00,Toshkent,D0201,1.8,6.0,1.3,15 500,Completed,cash,5.0
T002953,2024-03-26 02:33:00,Buxoro,D0262,4.1,10.0,1.0,17 000,completed,card,5.0
T000770,2024-03-26 19:32:00,Namangan,D0196,6.8,13.0,1.3,,cancelled,,
T001831,2024-03-29 18:25:00,Andijon,D0267,6.8,18.0,1.0,23 000,completed,card,5.0
T002200,2024-01-10 20:47:00,Namangan,D0116,5.3,12.0,1.0,19 700,completed,wallet,4.9
T002574,2024-03-26 17:46:00,Samarqand,D0186,10.1,31.0,1.0,30 200,Completed,cash,4.5
T004120,2024-01-21 08:47:00,Namangan,D0207,8.0,36.0,1.0,,Cancelled,,
T003950,2024-01-01 20:37:00,Andijon,D0177,9.7,33.0,1.0,29 300,completed,card,5.0
T002673,2024-02-07 17:42:00,Toshkent,D0157,11.1,38.0,1.0,32 400,completed,card,4.3
T001290,2024-02-16 13:49:00,Buxoro,D0134,5.2,12.0,1.0,12 800,Completed,card,4.4
T002459,2024-03-26 20:16:00,Toshkent,D0037,4.7,12.0,1.0,12 000,completed,card,4.7
T002337,2024-03-16 20:30:00,Toshkent,D0031,9.7,43.0,1.0,19 600,completed,cash,4.3
T000913,2024-02-17 19:48:00,Andijon,D0183,5.1,10.0,1.3,25 000,Completed,card,4.4
T000840,2024-01-13 20:42:00,Samarqand,D0084,7.7,19.0,1.0,16 600,Completed,card,4.8
T004513,2024-03-24 18:47:00,Toshkent,D0085,9.9,41.0,1.0,19 800,completed,cash,4.7
T002085,2024-01-07 01:01:00,Toshkent,D0185,3.3,8.0,1.0,10 000,completed,card,4.2
T004685,2024-02-15 18:56:00,Buxoro,D0137,5.1,9.0,1.3,16 400,Completed,cash,4.9
T004463,2024-02-08 09:30:00,Andijon,D0183,2.8,7.0,1.3,18 400,Completed,wallet,5.0
T000095,2024-03-28 14:37:00,Namangan,D0106,4.9,13.0,1.0,12 400,completed,card,5.0
T004910,2024-03-02 02:27:00,Namangan,D0181,8.2,15.0,1.0,26 000,Completed,cash,4.6
T003656,2024-03-13 10:10:00,Buxoro,D0262,3.2,6.0,1.0,15 000,completed,wallet,3.8
T004886,2024-02-21 07:43:00,Namangan,D0165,10.4,20.0,1.0,,cancelled,,
T003845,2024-02-12 18:12:00,Toshkent,D0286,4.7,11.0,2.0,24 100,Completed,wallet,4.9
T003843,2024-01-18 20:36:00,Toshkent,D0073,8.5,27.0,1.0,17 800,Completed,card,5.0
T002739,2024-01-27 05:29:00,Toshkent,D0214,9.6,26.0,1.0,19 400,completed,cash,5.0
T003817,2024-03-11 07:07:00,Toshkent,D0048,3.6,8.0,1.0,15 900,Completed,card,4.3
T000049,2024-03-07 19:18:00,Andijon,D0028,6.4,12.0,1.0,14 600,completed,cash,5.0
T002115,2024-02-05 17:33:00,Namangan,D0006,6.3,15.0,1.0,14 400,Completed,card,4.6
T002703,2024-01-20 10:19:00,Buxoro,D0069,3.9,12.0,1.0,10 800,completed,cash,4.5
T003287,2024-02-25 10:14:00,Toshkent,D0051,7.2,19.0,1.0,23 800,Completed,wallet,3.8
T001865,2024-02-18 07:55:00,Samarqand,D0200,7.4,21.0,1.0,16 100,completed,wallet,3.7
T001649,2024-03-16 05:58:00,Namangan,D0029,5.4,13.0,1.0,13 100,completed,cash,4.5
T000321,2024-02-28 03:43:00,Samarqand,D0291,4.5,12.0,1.0,17 900,completed,card,4.6
T001088,2024-01-07 04:46:00,Samarqand,D0088,10.7,35.0,1.0,31 500,completed,cash,4.6
T001852,2024-03-16 17:19:00,Toshkent,D0238,6.8,14.0,1.0,23 000,COMPLETED,card,4.5
T001732,2024-02-20 21:33:00,Samarqand,D0078,10.5,19.0,1.0,,no_show,,
T002944,2024-03-11 20:30:00,Toshkent,D0030,7.4,15.0,1.0,16 100,completed,cash,3.7
T000695,2024-01-05 14:24:00,Toshkent,D0007,5.0,12.0,1.0,12 500,completed,cash,3.9
T000932,2024-01-21 07:33:00,Toshkent,D0130,1.2,3.0,1.0,6 800,Completed,card,4.9
T002850,2024-01-29 20:36:00,Namangan,D0121,1.3,3.0,1.0,10 900,completed,card,5.0
T002246,2024-03-08 20:55:00,Samarqand,D0088,8.8,19.0,1.0,,no_show,,
T002172,2024-02-13 09:52:00,Toshkent,D0008,-1.0,26.0,2.0,,cancelled,,
T000653,2024-02-18 18:09:00,Buxoro,D0277,6.2,16.0,1.0,21 600,completed,cash,5.0
T000374,2024-03-28 09:39:00,Buxoro,D0083,2.5,6.0,2.0,17 500,COMPLETED,card,4.7
T003750,2024-03-26 18:26:00,Andijon,D0061,6.1,11.0,1.3,18 400,completed,wallet,4.6
T001299,2024-03-30 06:30:00,Buxoro,D0055,7.0,26.0,1.0,,canceled,,
T003800,2024-01-22 08:33:00,Andijon,D0281,6.0,15.0,1.5,21 000,Completed,cash,5.0
T003527,2024-01-23 18:20:00,Namangan,D0196,6.8,14.0,1.0,35 800,completed,card,5.0
T004145,2024-01-05 08:58:00,Toshkent,D0026,1.4,2.0,1.0,7 100,Completed,wallet,3.9
T004517,2024-02-12 09:01:00,Andijon,D0263,12.0,26.0,2.0,108 000,completed,cash,4.2
T000601,2024-02-13 06:25:00,Toshkent,D0007,8.3,22.0,1.0,17 400,completed,card,4.8
T002189,2024-03-24 18:56:00,Andijon,D0067,8.0,15.0,1.5,,completed,cash,4.6
T003723,2024-01-07 18:20:00,Toshkent,D0154,2.7,7.0,1.5,13 600,COMPLETED,cash,4.6
T004139,2024-02-29 17:22:00,Toshkent,D0099,7.7,16.0,1.0,16 600,completed,card,4.4
T004270,2024-01-06 10:04:00,Toshkent,D0076,5.6,11.0,1.0,,no_show,,
T001132,2024-03-21 09:24:00,Toshkent,D0220,10.9,27.0,2.0,100 300,Completed,cash,4.5
T003123,2024-01-01 06:08:00,Andijon,D0177,6.5,13.0,1.0,22 300,Completed,wallet,4.6
T002317,2024-01-10 22:35:00,Namangan,D0144,17.3,43.0,1.0,31 000,completed,card,4.5
T001410,2024-01-25 07:46:00,Andijon,D0240,3.0,8.0,1.0,14 600,Completed,wallet,5.0
T000549,2024-01-08 11:08:00,Toshkent,D0073,4.6,12.0,1.0,11 900,completed,cash,4.4
T000398,2024-01-22 21:05:00,Toshkent,D0229,3.8,7.0,1.0,16 400,Completed,card,4.9
T003346,2024-03-30 18:12:00,Samarqand,D0293,3.8,10.0,1.3,21 300,COMPLETED,card,5.0
T004932,2024-01-15 19:13:00,Namangan,D0002,9.2,42.0,1.3,24 400,completed,wallet,5.0
T004847,2024-02-18 20:42:00,Toshkent,D0135,12.5,25.0,1.0,23 800,completed,cash,4.8
T002546,2024-03-21 13:51:00,Toshkent,D0119,2.6,9.0,1.0,8 900,COMPLETED,card,4.5
T003307,2024-01-18 08:48:00,Buxoro,D0134,4.9,19.0,1.0,12 400,Completed,card,3.9
T001083,2024-01-29 19:40:00,Buxoro,D0137,10.5,26.0,1.5,,cancelled,,
T004720,2024-03-02 07:42:00,Andijon,D0041,6.2,10.0,1.0,14 300,completed,card,4.4
T002041,2024-03-11 10:02:00,Toshkent,D0009,8.9,19.0,1.0,18 400,Completed,card,4.6
T000483,2024-01-25 20:28:00,Toshkent,D0044,5.0,15.0,1.0,12 500,completed,wallet,4.8
T001379,2024-01-09 08:27:00,Andijon,D0257,8.3,19.0,1.3,22 700,completed,card,5.0
T001390,2024-02-11 08:18:00,Toshkent,D0110,4.0,8.0,1.5,16 500,Completed,card,5.0
T002573,2024-02-05 18:35:00,Buxoro,D0274,6.5,10.0,1.5,22 100,COMPLETED,card,5.0
T004399,2024-03-25 08:10:00,Toshkent,D0203,11.0,22.0,1.3,41 900,completed,card,4.8
T002784,2024-03-02 17:48:00,Namangan,D0285,4.1,10.0,1.0,,Cancelled,,
T001914,2024-03-03 08:49:00,Namangan,D0143,2.6,6.0,1.0,8 900,Completed,cash,4.2
T000609,2024-03-30 10:52:00,Namangan,D0197,6.4,13.0,1.0,14 600,COMPLETED,wallet,5.0
